Date,T2M,WS2M,QV2M,RH2M,PREC,PS,SWRD
10/07/19,24.65,2.84,16.97,87.94,0.65,100.86,6.38
11/07/19,24.32,2.48,16.66,88.31,0.44,100.77,6.44
12/07/19,24.48,2.74,17.03,89.38,1.63,100.73,6.26
13/07/19,24.37,2.95,16.78,88.75,1.34,100.76,6.44
14/07/19,24.48,1.74,16.42,86.56,0.18,100.75,6.21
15/07/19,24.51,2.4,16.54,86.94,0.31,100.65,6.21
16/07/19,24.68,2.52,17.15,88.94,1.09,100.66,6.31
17/07/19,24.75,2.51,17.4,89.69,2.33,100.79,6.48
18/07/19,24.9,2.63,17.46,89.38,2.15,100.73,6.54
19/07/19,24.51,3.22,17.64,92.12,5.36,100.77,6.49
20/07/19,24.48,2.84,17.58,91.94,2.38,100.8,6.65
21/07/19,24.99,2.97,17.4,88.56,1.4,100.72,6.61
22/07/19,24.72,3.27,17.33,89.44,2.1,100.7,6.65
23/07/19,24.56,2.49,17.03,89,1.19,100.68,6.57
24/07/19,24.53,2.6,16.91,88.5,0.83,100.66,6.44
25/07/19,24.84,2.31,17.09,88,1.04,100.7,6.56
26/07/19,25.15,2.82,17.64,88.88,2.36,100.71,6.56
27/07/19,24.86,3.16,17.46,89.25,2.35,100.71,6.68
28/07/19,24.93,2.79,17.03,87.06,2.26,100.71,6.68
29/07/19,24.83,3.02,16.97,87.25,1.79,100.72,6.69
30/07/19,24.91,3.15,17.03,87.12,2.34,100.77,6.52
31/07/19,24.71,2.54,16.66,86.31,1.58,100.71,6.53
01/08/19,24.58,3.23,16.36,85.44,1.02,100.69,6.53
02/08/19,23.99,3.12,16.24,87.69,1.4,100.72,6.36
03/08/19,24.4,3.02,16.24,85.81,1.29,100.83,6.06
04/08/19,24.12,2.29,16.05,86.44,0.46,100.84,6.68
05/08/19,24.44,3.04,16.6,87.44,0.92,100.85,6.44
06/08/19,24.48,3.56,16.78,88.31,1.62,100.87,6.43
07/08/19,24.3,2.8,16.42,87.56,1.08,100.96,6.7
08/08/19,24.25,2.88,16.17,86.44,0.89,100.96,6.77
09/08/19,24.04,3.08,16.05,86.69,0.57,100.93,6.85
10/08/19,24.41,2.89,16.17,86.06,0.37,100.98,6.94
11/08/19,24.37,2.77,15.87,84.75,0.17,100.91,6.98
12/08/19,24.74,2.95,15.99,83.31,0.21,100.75,6.99
13/08/19,24.83,3.38,16.3,83.88,0.29,100.66,7.02
14/08/19,24.98,3.53,16.78,85.75,1.21,100.75,7.05
15/08/19,25.01,2.82,16.91,86.44,0.58,100.79,6.87
16/08/19,25.04,2.88,16.85,86.06,1.09,100.76,6.92
17/08/19,25.23,3.1,16.66,84.06,0.72,100.67,6.89
18/08/19,24.98,3.31,16.72,85.5,1.47,100.64,6.9
19/08/19,24.87,3.38,16.85,86.69,3.6,100.66,6.91
20/08/19,24.87,3.16,17.09,87.56,2.3,100.68,6.89
21/08/19,24.93,3.22,16.72,85.94,2.17,100.75,6.8
22/08/19,24.88,2.66,16.6,85.38,1.45,100.78,6.69
23/08/19,25.05,3.18,16.72,85.31,1.94,100.85,6.74
24/08/19,24.99,3.65,17.09,87.25,4.4,100.86,6.76
25/08/19,24.91,3.1,16.91,86.81,3.74,100.88,6.66
26/08/19,24.84,2.87,16.91,87.12,3.83,100.85,6.63
27/08/19,24.76,2.88,16.72,86.75,3.34,100.82,6.88
28/08/19,24.87,2.62,16.97,87.06,2.93,100.78,6.94
29/08/19,25.08,2.62,16.97,86.19,1.88,100.73,6.94
30/08/19,25.77,2.06,17.21,84.38,1.89,100.75,6.83
31/08/19,25.29,2.48,17.7,88.31,5.23,100.65,6.73
01/09/19,25.55,2.66,17.64,87,6.66,100.56,6.8
02/09/19,25.26,3.32,17.4,87.38,7.09,100.58,6.91
03/09/19,25.5,2.96,17.33,85.81,1.64,100.7,7.02
04/09/19,25.76,2.35,17.27,84.69,2.01,100.74,6.87
05/09/19,25.47,3.02,17.7,87.44,2.79,100.64,6.83
06/09/19,25.79,2.96,17.64,85.62,1.66,100.68,6.94
07/09/19,25.64,2.86,17.76,87.25,5.2,100.75,6.86
08/09/19,24.97,3.11,17.7,90.06,6.56,100.81,6.77
09/09/19,25.48,3.01,17.27,86,6.99,100.82,6.74
10/09/19,25.51,2.99,17.46,86.12,7.11,100.67,7.07
11/09/19,25.92,2.75,17.46,84.56,1.19,100.6,7.01
12/09/19,25.76,2.52,17.76,86.56,2.85,100.58,6.81
13/09/19,25.88,3.26,17.64,85.19,0.81,100.66,6.85
14/09/19,26.18,2.68,17.64,83.94,0.73,100.61,7.02
15/09/19,25.83,2.46,17.82,86.31,7.72,100.57,6.93
16/09/19,26.17,3.02,17.58,83.69,0.43,100.54,6.96
17/09/19,26.26,2.95,17.33,82.19,0.42,100.55,6.76
18/09/19,25.94,2.59,17.33,83.75,4.54,100.6,6.74
19/09/19,26.31,2.05,17.58,83.19,9.2,100.54,6.83
20/09/19,25.36,3.33,18.07,89.56,29.86,100.58,6.84
21/09/19,25.56,2.54,17.88,87.69,4.55,100.6,6.98
22/09/19,24.69,2.41,17.7,91.19,7.55,100.6,6.85
23/09/19,25.9,1.52,17.7,85.56,4.14,100.63,6.9
24/09/19,26.08,2.16,18.07,86.38,2.76,100.64,7.01
25/09/19,25.72,2.89,18.25,88.56,5.54,100.61,6.97
26/09/19,25.64,2.34,17.88,87.5,4.66,100.71,6.7
27/09/19,25.87,2.46,18.31,88.31,10.89,100.67,6.49
28/09/19,25.23,2.33,18.43,91.81,7.51,100.64,6.52
29/09/19,25.64,2.16,18.37,89.88,4.52,100.61,6.74
30/09/19,25.91,2.27,18.37,88.31,3.08,100.52,6.56
01/10/19,25.83,2.55,18.43,88.94,6.61,100.44,6.65
02/10/19,25.57,2.67,17.94,87.81,2.36,100.55,6.91
03/10/19,25.45,1.92,17.94,88.62,11.53,100.59,6.98
04/10/19,25.65,2.88,18.37,89.38,17.75,100.5,6.44
05/10/19,25.61,2.98,18.01,87.94,11.93,100.45,6.69
06/10/19,25.55,2.44,17.82,87.5,7.51,100.51,6.91
07/10/19,25.31,3.03,17.64,87.88,6.16,100.53,6.9
08/10/19,25.26,2.62,17.7,88.31,6.79,100.52,6.71
09/10/19,25.37,3.38,18.37,90.56,36.98,100.44,7.02
10/10/19,26.07,2.68,18.8,89.06,6.02,100.31,7.02
11/10/19,25.39,3.31,18.8,92.5,23.22,100.35,6.98
12/10/19,25.36,3.77,18.55,91.69,27.24,100.43,6.87
13/10/19,25.22,1.59,18.01,89.88,17.09,100.56,6.8
14/10/19,25.78,1.68,18.13,87.69,2.74,100.56,6.8
15/10/19,25.52,2.41,18.37,90.19,3.62,100.56,6.67
16/10/19,25.56,2.3,18.43,90.25,4.5,100.57,6.73
17/10/19,25.62,2.09,18.43,89.81,2.81,100.58,6.64
18/10/19,25.94,2.4,18.68,89.5,8.9,100.53,6.64
19/10/19,25.35,2.66,18.49,91.56,11.24,100.46,6.78
20/10/19,25.45,2.84,18.62,91.44,11.38,100.48,6.83
21/10/19,25.7,2.57,18.25,88.44,4.91,100.52,6.96
22/10/19,26.01,2.22,18.31,87.12,5.28,100.39,6.85
23/10/19,26.08,2.28,18.68,88.5,9.77,100.37,6.68
24/10/19,26.22,1.44,18.74,88.06,10.44,100.46,6.5
25/10/19,26.06,1.91,18.8,89.38,9.4,100.52,6.56
26/10/19,25.95,1.84,18.49,88.5,4.29,100.54,6.5
27/10/19,25.84,2.74,18.62,89.62,4.97,100.53,6.51
28/10/19,26.15,2.66,18.86,89.12,9.17,100.42,6.56
29/10/19,25.55,2.09,18.74,91.31,5.65,100.35,6.58
30/10/19,26.05,2.33,18.74,89,7.64,100.42,6.68
31/10/19,25.91,2.19,18.68,89.44,6.73,100.51,6.71
01/11/19,26.73,1.04,18.49,84.44,4.45,100.45,6.75
02/11/19,25.94,1.58,18.68,89.25,10.11,100.42,6.6
03/11/19,26.38,1.8,18.49,86.31,8.22,100.49,6.66
04/11/19,26.47,1.54,18.43,85.44,5.22,100.56,6.6
05/11/19,26.98,1.48,18.8,84.56,4.02,100.54,6.45
06/11/19,26.69,1.23,18.92,86.56,4.81,100.43,6.5
07/11/19,26.93,1.47,19.04,85.94,5.68,100.32,6.41
08/11/19,26.94,1.79,19.04,85.81,3.04,100.33,6.4
09/11/19,27.48,1.35,18.68,81.69,2.26,100.36,6.38
10/11/19,27.13,1.34,19.17,85.31,13.05,100.4,6.41
11/11/19,25.76,2,18.98,91.06,12.45,100.33,6.31
12/11/19,26.82,1.84,18.62,84.31,3.4,100.23,6.35
13/11/19,27.06,1.46,19.04,85.19,5.07,100.3,6.36
14/11/19,26.8,1.4,18.68,84.88,7.91,100.37,6.14
15/11/19,26.7,1.41,18.68,85.38,2.79,100.35,6.13
16/11/19,26.44,1.41,18.92,87.44,4.17,100.34,6.28
17/11/19,26.51,1.66,19.23,88.56,0.76,100.35,6.22
18/11/19,26.85,1.48,19.23,86.88,0.55,100.33,6.26
19/11/19,27.74,1.22,18.98,82,0.98,100.37,6.22
20/11/19,26.42,1.73,19.23,89.06,5.07,100.41,6.08
21/11/19,26,1.8,18.86,89.75,5.08,100.47,5.96
22/11/19,26.57,1.66,18.43,85.19,3.68,100.48,5.96
23/11/19,27.11,1.66,18.74,83.81,2.34,100.48,6.21
24/11/19,26.9,2.1,19.04,86.06,3.5,100.49,6.12
25/11/19,27.22,1.34,18.74,83.56,1.96,100.49,6.12
26/11/19,27.29,1.53,19.17,84.75,2.47,100.43,6.09
27/11/19,27.34,1.66,19.1,84.5,2.26,100.4,6.17
28/11/19,27.37,1.52,18.86,83.31,2.08,100.43,6.21
29/11/19,27.65,1.33,18.74,81.44,1.81,100.45,6.05
30/11/19,27.24,1.52,19.35,85.81,2.35,100.49,6.2
01/12/19,26.62,1.93,19.29,88.5,3.08,100.5,5.98
02/12/19,26.84,2.32,19.29,87.44,2.07,100.48,5.89
03/12/19,27.21,1.94,19.41,86.19,1.64,100.45,5.82
04/12/19,26.97,1.77,19.29,86.81,1.95,100.43,5.62
05/12/19,25.88,1.98,17.52,83.94,4.49,100.44,5.74
06/12/19,26.29,1.8,17.4,81.56,2.76,100.49,5.82
07/12/19,26.44,1.3,18.43,85.56,4.86,100.48,5.57
08/12/19,26.12,1.83,18.74,88.62,7.23,100.47,5.82
09/12/19,26.6,1.73,18.74,86.19,2.4,100.49,6.04
10/12/19,27.02,1.43,18.62,83.75,3.76,100.42,6.03
11/12/19,26.28,1.34,18.62,87.06,2.78,100.41,5.96
12/12/19,26.81,1.2,18.13,82.62,1.55,100.4,5.76
13/12/19,27.26,1.25,18.31,81.44,1.36,100.48,5.65
14/12/19,27.03,1.77,18.92,85.19,1.3,100.53,5.51
15/12/19,26.7,1.22,18.86,86.19,1.59,100.46,5.64
16/12/19,27.58,0.97,18.74,81.62,0.64,100.32,5.17
17/12/19,27.58,1.25,18.43,80.88,0.13,100.34,5.45
18/12/19,27.72,1.25,18.68,81.12,0.07,100.43,5.55
19/12/19,27.76,1.2,19.04,82.19,0.18,100.49,5.6
20/12/19,27.33,1.43,19.04,84.44,0.14,100.46,5.02
21/12/19,27.35,1.5,18.74,82.88,0.15,100.5,5.57
22/12/19,27.71,1.11,18.37,79.38,0.23,100.51,5.32
23/12/19,27.8,1.22,16.85,72.56,0.05,100.5,5.3
24/12/19,26.94,0.99,15.62,71.38,0.02,100.53,5.64
25/12/19,27.27,0.88,15.99,71.94,0.01,100.54,5.79
26/12/19,27.08,1.08,16.72,75.62,0.03,100.48,5.64
27/12/19,27.4,1.17,17.76,78.56,1.1,100.45,5.64
28/12/19,27.67,1.05,18.01,78.25,2.06,100.43,5.48
29/12/19,27.85,1.16,18.31,78.62,1.39,100.31,5.19
30/12/19,27.15,1.17,17.4,77.94,4.43,100.34,5.06
31/12/19,26.26,1.09,14.1,67.44,0.56,100.41,4.83
01/01/20,26.14,1.49,13.43,64.12,0.18,100.51,4.91
02/01/20,25.02,2.06,11.35,58.44,0.03,100.57,5.63
03/01/20,23.5,2.98,11.17,63.75,0,100.63,5.98
04/01/20,23.69,2.75,10.5,59.44,0,100.62,6
05/01/20,24.76,1.91,10.93,57.38,0,100.53,5.27
06/01/20,25.58,1.41,12.08,60,0,100.45,4.65
07/01/20,25.05,1.77,13.55,70.56,0,100.45,5.02
08/01/20,26.04,1.28,14.95,73.38,0.01,100.49,4.74
09/01/20,26.59,1.46,16.54,77.31,0.18,100.48,4.67
10/01/20,26.45,1.89,18.62,86.81,0.33,100.58,4.75
11/01/20,26.83,2.26,18.68,85.38,1.23,100.65,5.05
12/01/20,27.76,1.12,17.82,77.81,0.28,100.54,5.46
13/01/20,28.04,1.12,18.92,80.81,0.62,100.37,5.28
14/01/20,27.94,1.3,18.25,78.69,1,100.34,5.04
15/01/20,28.03,1.2,16.78,72.56,0.25,100.4,5.43
16/01/20,27.68,1.73,16.78,75.31,0.11,100.52,5.67
17/01/20,27.6,2.02,18.19,80.62,0.34,100.59,5.58
18/01/20,28.04,1.51,17.82,77.31,0.77,100.6,5.55
19/01/20,27.68,1.59,17.33,76.5,0.66,100.49,5.43
20/01/20,27.38,1.38,17.94,79.44,1.31,100.38,5.53
21/01/20,27.49,1.37,18.68,81.69,0.56,100.48,5.4
22/01/20,27.88,1.13,18.37,78.75,0.12,100.5,4.92
23/01/20,28.18,1.49,18.31,77.56,0.22,100.42,4.86
24/01/20,28.55,1.33,18.68,77.94,0.15,100.44,4.93
25/01/20,28.13,1.55,17.27,74.75,0.05,100.5,5.38
26/01/20,28.5,1.3,17.88,75.69,0.16,100.57,5.48
27/01/20,28.45,1.21,17.33,73.44,0.18,100.52,5.18
28/01/20,28.3,1.3,17.82,76.19,0.21,100.52,5.02
29/01/20,27.81,1.52,16.91,74.81,0.09,100.48,4.95
30/01/20,27.86,2.16,18.07,79.25,0.2,100.62,5.26
31/01/20,28,1.9,18.37,79.19,0.09,100.61,5.26
01/02/20,28.76,1.78,18.01,75.12,0.14,100.56,5.56
02/02/20,28.41,1.6,17.7,75.31,0.1,100.6,5.46
03/02/20,27.98,1.64,15.87,70.75,0.04,100.63,6.17
04/02/20,26.79,1.48,15.99,74.19,0.03,100.65,6.15
05/02/20,27.88,1.46,16.42,72.81,0.02,100.52,5.63
06/02/20,28.69,1.3,17.03,71.62,0.07,100.48,5.46
07/02/20,29,1.47,16.42,68.62,0.05,100.46,5.74
08/02/20,28.46,1.8,14.4,63.94,0.03,100.49,5.67
09/02/20,29.24,2.44,18.19,74.12,0.07,100.49,5.56
10/02/20,28.24,1.57,17.64,74.75,4.36,100.66,4.93
11/02/20,28.85,1.73,16.78,70.12,0.54,100.6,4.68
12/02/20,28.74,1.9,15.38,66.12,0.03,100.47,4.44
13/02/20,29.2,1.43,17.64,72.12,0.12,100.43,4.4
14/02/20,28.95,1.15,15.26,63.38,0.02,100.31,4.43
15/02/20,28.62,1.62,13.61,59.56,0.02,100.32,4.38
16/02/20,29.06,1.95,17.33,72.5,0.04,100.35,4.99
17/02/20,29.1,2.84,18.74,76,0.1,100.43,5.3
18/02/20,29.1,2.46,18.55,75,0.22,100.48,5.29
19/02/20,29.59,2.19,18.31,72.44,0.36,100.3,5.17
20/02/20,29.41,2.12,18.68,73.94,1.17,100.2,5.14
21/02/20,29.06,2.3,18.86,76.19,2.53,100.24,5.03
22/02/20,28.86,2.62,19.17,77.75,2.36,100.35,5.19
23/02/20,28.98,2.35,19.53,78.94,2.35,100.39,5.14
24/02/20,28.39,2.84,19.9,82.56,1.32,100.39,5.59
25/02/20,28.83,2.11,19.29,78.81,0.97,100.33,5.39
26/02/20,29.25,1.84,18.74,75.62,0.11,100.29,5.42
27/02/20,29.9,2.49,19.1,74.31,1.11,100.34,5.88
28/02/20,30.01,2.4,19.29,74.5,2.96,100.38,5.63
29/02/20,29.9,2.66,19.35,75.25,1.81,100.3,5.67
01/03/20,29.26,3.2,19.9,79.12,1.47,100.36,5.79
02/03/20,28.65,2.69,20.08,82.25,5.87,100.5,5.78
03/03/20,27.86,1.89,20.14,86.31,9.47,100.57,5.66
04/03/20,28.16,2.03,19.35,81.88,4.59,100.54,6.16
05/03/20,27.91,2.22,19.84,84.75,8.54,100.48,5.84
06/03/20,28.33,2.45,19.1,80.38,4.64,100.4,6.59
07/03/20,28.15,2.82,18.31,78,3.24,100.42,6.47
08/03/20,28.73,2.56,18.07,74.88,1.6,100.42,6.61
09/03/20,28.3,2.73,19.1,80.06,8.13,100.41,6.4
10/03/20,27.82,2.21,19.23,82.94,5.31,100.4,6.34
11/03/20,28.26,1.36,18.55,78.56,4.08,100.39,6.5
12/03/20,28.59,2.43,19.71,81.19,1.51,100.29,6.68
13/03/20,28.7,2.7,20.14,82.31,4.45,100.32,6.51
14/03/20,27.81,2.8,20.14,86.44,9.79,100.4,6.2
15/03/20,27.69,2.48,18.74,81.5,7.49,100.43,6.26
16/03/20,28.23,2.51,19.23,81.12,1.9,100.3,6.37
17/03/20,28.12,2.84,19.71,83.31,0.49,100.31,6.57
18/03/20,28.48,3.13,19.17,79.81,0.94,100.39,5.91
19/03/20,27.72,3.42,18.98,82.25,2.88,100.49,6.21
20/03/20,28.35,2.83,17.82,75.44,1.17,100.41,6.26
21/03/20,27.89,1.83,18.92,81.06,2.16,100.4,6.39
22/03/20,27.64,2.54,19.47,84.81,10.4,100.41,6.4
23/03/20,26.42,3.17,18.98,88.25,12.61,100.54,6.49
24/03/20,25.76,3,17.94,87.12,8.48,100.6,6.6
25/03/20,26.5,3.01,17.64,82.38,7.06,100.52,6.62
26/03/20,26.96,1.95,18.68,84.56,3.99,100.35,7.04
27/03/20,27.13,1.8,19.04,85.31,6.9,100.39,7.04
28/03/20,26.79,1.96,19.41,88.5,3.8,100.45,6.9
29/03/20,27.14,2.05,19.47,87.12,3.52,100.41,6.57
30/03/20,27.05,2.16,19.59,87.75,1.7,100.31,6.55
31/03/20,27.19,1.9,19.84,88.31,4.78,100.3,6.29
01/04/20,26.31,1.77,19.9,92.69,6.36,100.45,5.22
02/04/20,26.87,1.89,19.29,87.38,5.07,100.43,6.63
03/04/20,26.91,2.36,19.35,87.5,3.74,100.36,6.54
04/04/20,27.07,2.35,19.84,88.88,10.53,100.48,6.65
05/04/20,29,1.45,18.98,77.5,4.85,100.44,6.9
06/04/20,27.69,2.44,20.02,86.5,3.32,100.52,6.74
07/04/20,27.43,2.02,19.9,87.25,5.47,100.5,6.73
08/04/20,27.15,1.98,19.71,87.94,5.3,100.43,7.03
09/04/20,27.66,1.78,19.53,84.94,4.26,100.4,6.93
10/04/20,27.48,1.39,19.65,85.94,10.24,100.51,7.01
11/04/20,27.45,1.48,19.71,86.44,11.33,100.52,6.89
12/04/20,27.43,1.56,19.35,85,4.66,100.56,6.84
13/04/20,27.44,2.2,19.23,84.44,2.07,100.45,6.91
14/04/20,27.75,2,19.59,84.62,5.22,100.41,6.86
15/04/20,28.25,1.93,19.9,83.69,2.65,100.4,6.8
16/04/20,28.73,2,20.26,82.88,2.48,100.35,6.52
17/04/20,27.92,3.42,20.75,88.06,2.33,100.34,5.49
18/04/20,28.05,2.95,19.9,84.44,1.73,100.45,6.28
19/04/20,27.4,2.96,19.84,87.06,2.9,100.64,6.78
20/04/20,27.62,2.34,18.62,81.38,1.8,100.61,6.95
21/04/20,27.14,1.67,18.68,83.5,0.57,100.5,7.05
22/04/20,27.29,2.36,19.41,86.06,1.3,100.4,6.78
23/04/20,27.28,1.91,19.59,86.69,2.24,100.39,6.65
24/04/20,26.93,2.38,18.68,84.62,1.26,100.48,6.66
25/04/20,27.05,2.2,18.55,83.69,1.19,100.55,6.79
26/04/20,26.24,1.99,18.74,87.94,11.7,100.6,6.62
27/04/20,27.01,1.5,17.82,80.62,1.03,100.64,7.02
28/04/20,27.02,2.34,18.55,83.75,0.77,100.65,6.95
29/04/20,27.73,2.07,19.04,82.62,1.8,100.66,6.9
30/04/20,26.74,2.17,19.04,87,6.57,100.76,6.58
01/05/20,27.84,1.98,17.7,77.12,6,100.71,6.89
02/05/20,27.93,1.94,19.47,83.56,4.23,100.61,6.83
03/05/20,27.51,2.78,20.63,89.88,17.7,100.51,6.68
04/05/20,27.19,2.08,19.1,85.12,8.5,100.5,6.73
05/05/20,27.84,1.66,19.35,83,4.73,100.48,6.68
06/05/20,27.87,2.33,20.2,86.38,12.8,100.4,6.74
07/05/20,27.55,2.36,20.32,88.25,12.26,100.35,6.72
08/05/20,27.87,2.56,20.32,86.69,7.77,100.43,6.47
09/05/20,27.16,2.53,20.08,89.19,10.59,100.52,6.18
10/05/20,26.98,2.58,19.53,88.12,16.32,100.57,6.24
11/05/20,26.11,2.19,18.86,89.19,11.32,100.67,6.47
12/05/20,26.83,1.62,18.07,82.62,0.36,100.63,6.82
13/05/20,27.6,1.75,18.98,82.69,0.9,100.59,6.96
14/05/20,27.71,1.8,19.41,83.94,1.51,100.55,6.96
15/05/20,27.51,2.09,19.71,86.06,3.32,100.56,6.84
16/05/20,27.05,1.75,20.02,89.56,4,100.51,6.75
17/05/20,27.1,2.12,19.84,88.69,7.99,100.6,6.69
18/05/20,26.87,2.66,19.84,89.81,13.26,100.69,6.76
19/05/20,26.73,2.67,18.62,85.44,1.77,100.78,6.65
20/05/20,27.12,2.34,19.1,85.75,2.29,100.71,6.52
21/05/20,26.87,2.82,19.23,87.31,3.37,100.7,6.69
22/05/20,26.86,2.83,18.92,86.06,2.29,100.71,6.59
23/05/20,27.16,2.41,19.04,85.12,1.96,100.69,6.71
24/05/20,27.29,2.37,19.1,84.81,3.4,100.66,6.68
25/05/20,27.17,2.07,19.47,86.75,14.35,100.62,6.55
26/05/20,26.57,2.22,19.47,89.69,8.33,100.65,6.5
27/05/20,27.05,2.09,19.1,85.88,3.17,100.62,6.76
28/05/20,27.06,1.53,19.23,86.25,2.8,100.58,6.41
29/05/20,26.85,1.56,19.29,87.44,4.22,100.48,6.48
30/05/20,26.77,1.39,18.92,86.31,10.72,100.55,6.69
31/05/20,26.6,1.66,18.49,85.44,5.96,100.69,6.66
01/06/20,26.71,2.07,18.55,85.12,3.02,100.76,6.55
02/06/20,25.9,2.02,18.37,88.19,3.73,100.74,6.41
03/06/20,27.01,1.69,18.13,82,1.26,100.62,6.43
04/06/20,27.01,2.22,19.35,87.12,4.25,100.63,6.5
05/06/20,26.91,1.95,19.35,87.5,9.5,100.66,6.54
06/06/20,26.57,2.03,18.92,87.38,13.32,100.76,6.47
07/06/20,26.21,1.62,18.01,85.19,7.18,100.8,6.46
08/06/20,26.02,2.48,18.01,86,4.09,100.67,6.54
09/06/20,25.96,2.47,18.19,87.12,6.46,100.72,6.62
10/06/20,25.31,2.48,18.25,90.56,33.5,100.73,6.66
11/06/20,24.95,1.68,17.76,90.19,13.45,100.79,6.77
12/06/20,25.84,2.05,18.19,87.56,10.75,100.64,6.34
13/06/20,25.83,2.68,18.62,89.62,30.37,100.6,6.38
14/06/20,25.94,2.23,18.68,89.31,40.81,100.73,6.43
15/06/20,26.05,2.2,18.43,87.62,8.14,100.71,6.57
16/06/20,26.25,2.27,18.55,87.19,6.44,100.62,6.42
17/06/20,25.74,3.51,18.92,91.38,18.96,100.61,5.98
18/06/20,25.45,3.02,18.19,89.69,10.07,100.74,6.18
19/06/20,25.4,2.48,17.82,88.25,4.39,100.85,6.36
20/06/20,25.85,1.84,17.82,86.25,1.52,100.9,6.43
21/06/20,25.6,2.57,18.19,89.06,4.48,100.77,6.41
22/06/20,25.44,2.99,17.88,88.25,3.62,100.64,6.47
23/06/20,25.8,2.19,18.01,87.06,4.5,100.52,6.31
24/06/20,25.34,2.29,18.19,90,5.73,100.56,6.53
25/06/20,25.76,2.86,18.31,88.5,12.1,100.59,6.44
26/06/20,25.54,2.75,18.07,88.44,14.52,100.61,6.36
27/06/20,25.1,3.37,17.82,89.56,13.21,100.54,6.41
28/06/20,25.15,3.22,17.64,88.56,13.86,100.6,6.4
29/06/20,25,3.3,17.64,89.38,13.99,100.59,6.24
30/06/20,24.85,2.75,17.27,88.25,5.78,100.61,6.38
01/07/20,25.25,2,17.09,85.38,1.83,100.61,6.42
02/07/20,25.13,2.79,17.52,87.94,7.5,100.6,6.33
03/07/20,25.22,3.08,17.88,89.31,12.34,100.6,6.49
04/07/20,24.69,3.11,17.88,92.06,12.13,100.66,6.27
05/07/20,25.1,2.81,17.64,88.69,2.02,100.61,6.29
06/07/20,25.09,2.48,17.46,87.94,0.44,100.62,6.45
07/07/20,25.28,3.23,17.7,88.06,2.07,100.5,6.41
08/07/20,25.15,3.56,17.76,88.88,2.37,100.47,6.41
09/07/20,24.7,3.4,17.46,90.12,6.23,100.61,6.39
10/07/20,24.87,3.11,17.46,89.12,9.64,100.66,6.46
11/07/20,24.49,2.7,17.03,89.12,5.3,100.72,6.51
12/07/20,24.55,2.23,16.91,88.38,6.63,100.77,6.53
13/07/20,24.06,2.2,16.78,90.12,1.08,100.74,6.57
14/07/20,24.29,3.38,16.6,88,1.84,100.63,6.52
15/07/20,23.97,2.91,15.69,85.12,0.07,100.7,6.61
16/07/20,24.16,2.71,16.36,87.38,0.08,100.78,6.56
17/07/20,24.08,3.08,16.6,89.19,1.34,100.72,6.62
18/07/20,24.19,2.48,17.15,91.25,0.73,100.68,6.57
19/07/20,24.59,2.73,17.33,90.06,1.65,100.63,6.73
20/07/20,24.28,2.66,17.33,91.75,2.3,100.59,6.61
21/07/20,24.64,2.4,17.58,90.94,2.47,100.61,6.67
22/07/20,24.56,2.9,17.46,90.69,2.72,100.6,6.68
23/07/20,24.24,2.54,17.15,90.81,2.24,100.59,6.71
24/07/20,24.2,2.63,16.85,89.69,1.33,100.58,6.71
25/07/20,24.15,2.95,16.36,87.38,1.4,100.64,6.69
26/07/20,24.13,2.85,15.87,85.44,0.52,100.7,6.79
27/07/20,23.91,2.9,15.93,86.62,1.56,100.75,6.78
28/07/20,24.06,2.38,16.11,86.62,0.8,100.69,6.86
29/07/20,24.13,2.72,16.36,87.5,1.16,100.66,6.63
30/07/20,24.41,2.66,16.6,87.44,1.52,100.74,6.68
31/07/20,24.58,2.66,16.66,86.94,0.98,100.72,6.68
01/08/20,24.41,3.49,16.6,87.38,0.96,100.77,6.55
02/08/20,24.04,2.91,15.56,84.12,0.12,100.91,6.92
03/08/20,23.53,2.85,14.59,81.69,0.08,101.02,6.72
04/08/20,23.36,2.49,14.28,80.88,0,100.99,7.26
05/08/20,22.94,2.86,14.34,83.31,0,100.93,7.14
06/08/20,23.13,3.13,14.59,83.5,0.01,100.91,7.09
07/08/20,23.32,3.02,14.77,83.44,0.08,100.89,6.78
08/08/20,23.61,2.73,15.44,85.88,0.07,100.95,6.74
09/08/20,23.83,2.06,15.75,86.31,0,100.86,6.77
10/08/20,23.62,2.66,15.38,85.44,0,100.7,6.72
11/08/20,23.79,3.41,15.5,85.19,0,100.67,6.82
12/08/20,23.34,2.18,15.2,85.56,0,100.76,6.67
13/08/20,24.26,1.62,15.26,81.88,0,100.72,6.91
14/08/20,24.49,3.02,15.93,83.69,0.11,100.59,6.6
15/08/20,24.45,4.04,16.54,87,0.5,100.5,6.58
16/08/20,24.28,2.73,15.99,85.31,0.16,100.53,6.84
17/08/20,24.62,2.73,15.87,83.19,0.07,100.52,6.98
18/08/20,24.83,2.91,16.54,85.12,0.1,100.47,6.92
19/08/20,24.86,3.47,16.66,85.5,0.64,100.45,6.73
20/08/20,25.05,3.07,16.48,83.81,0.36,100.41,6.71
21/08/20,24.91,3.31,16.42,84.06,0.83,100.46,6.53
22/08/20,24.16,2.74,16.6,88.62,1.45,100.62,6.73
23/08/20,24.79,2.98,16.54,85.56,0.19,100.69,6.76
24/08/20,24.4,2.48,15.81,83.69,0.2,100.61,6.89
25/08/20,24.76,2.71,15.62,81.31,0.11,100.55,6.85
